,Player,Pos,Age,Tm,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022/23,2023/24,2024/25,2025/26,2026/27,2027/28
293,CJ McCollum,SG,31,NOP,35.3,7.7,18.1,.424,2.9,7.3,.398,4.8,10.8,.441,.504,2.1,2.7,.798,0.9,3.9,4.8,6.0,1.0,0.6,2.6,1.7,20.4,15.7,.529,.403,.148,2.8,12.3,7.6,25.8,1.4,1.7,12.0,26.2,0.7,1.3,2.1,.081,1.8,-0.6,1.3,1.0,33333333,35802469,33333333,30666666,0,0
294,TJ McConnell,PG,30,IND,17.0,2.3,5.1,.461,0.2,0.5,.300,2.2,4.6,.480,.477,0.6,0.7,.885,0.5,1.7,2.2,4.2,1.0,0.1,1.5,1.2,5.4,13.0,.506,.104,.135,3.3,10.9,7.1,34.2,2.7,0.7,21.5,16.9,0.2,0.6,0.8,.062,-1.9,0.6,-1.3,0.1,8100000,8700000,9300000,0,0,0
295,Jaden McDaniels,PF,22,MIN,30.6,4.6,8.6,.529,1.2,3.1,.379,3.4,5.6,.611,.596,1.3,1.7,.742,1.3,2.4,3.8,1.8,1.1,1.1,1.5,3.5,11.6,12.4,.617,.355,.202,5.1,8.6,6.9,8.1,1.6,3.3,13.8,15.2,1.0,1.1,2.1,.088,-1.4,0.5,-0.9,0.3,2161440,3901399,5813084,0,0,0
296,Jalen McDaniels,SF,25,CHO,26.5,4.0,8.7,.458,1.2,3.6,.342,2.8,5.1,.538,.528,1.7,2.0,.877,0.9,4.0,4.9,2.1,1.1,0.6,1.4,2.9,10.9,12.9,.571,.410,.228,3.2,16.8,9.7,11.2,1.9,2.0,12.5,17.1,0.7,1.1,1.8,.079,-1.7,0.6,-1.1,0.2,1930681,0,0,0,0,0
297,Doug McDermott,SF,31,SAS,20.3,3.8,8.1,.475,1.9,4.6,.416,1.9,3.5,.554,.594,0.7,1.0,.722,0.3,1.9,2.3,1.5,0.1,0.2,0.9,1.7,10.3,12.2,.606,.571,.128,1.8,11.1,6.3,10.3,0.2,0.7,10.0,19.4,0.8,-0.1,0.7,.048,0.3,-2.8,-2.5,-0.1,13750000,13750000,0,0,0,0
298,JaVale McGee,C,35,DAL,8.2,1.8,2.9,.613,0.0,0.2,.250,1.7,2.7,.634,.620,0.5,0.9,.542,0.6,1.8,2.3,0.3,0.1,0.5,0.8,1.2,4.1,15.5,.619,.053,.320,8.2,25.5,16.7,5.6,0.7,5.9,20.5,22.8,-0.1,0.3,0.2,.054,-4.2,-0.2,-4.4,-0.1,5461219,5734280,6007341,0,0,0
299,Bryce McGowens,SG,20,CHO,12.9,1.3,3.2,.396,0.4,1.1,.375,0.9,2.1,.406,.458,0.8,0.9,.857,0.2,1.0,1.2,0.9,0.3,0.3,0.5,0.5,3.7,8.4,.517,.333,.292,1.6,8.7,4.9,9.6,1.0,1.9,11.4,13.1,0.0,0.1,0.1,.030,-3.0,-1.4,-4.4,-0.1,508891,1761752,0,0,0,0
300,Rodney McGruder,SG,31,DET,10.1,0.9,2.6,.333,0.6,1.9,.323,0.3,0.7,.364,.452,0.4,0.5,.750,0.6,0.9,1.6,0.7,0.3,0.0,0.4,0.8,2.8,7.8,.483,.738,.190,6.6,10.6,8.6,9.3,1.2,0.0,11.6,13.5,0.0,0.0,0.0,.015,-1.7,-1.2,-2.9,0.0,2298385,0,0,0,0,0
301,Jordan McLaughlin,PG,26,MIN,15.9,1.6,3.7,.424,0.4,1.9,.235,1.1,1.8,.625,.485,0.5,0.5,1.000,0.4,1.3,1.7,3.6,0.8,0.1,0.8,0.4,4.1,13.4,.522,.515,.136,2.8,8.6,5.8,28.9,2.5,0.6,16.7,12.5,0.3,0.3,0.6,.102,-0.4,0.7,0.3,0.2,2160000,2320000,0,0,0,0
302,De'Anthony Melton,PG,24,PHI,30.1,4.3,10.2,.425,2.5,6.1,.403,1.9,4.1,.459,.546,0.6,0.9,.710,1.1,3.6,4.7,3.0,1.9,0.5,1.6,2.4,11.8,13.8,.556,.602,.084,4.2,13.8,9.0,14.4,3.1,1.5,12.8,18.0,0.4,1.8,2.2,.099,-0.3,1.9,1.5,0.9,8250000,8000000,0,0,0,0
303,Chimezie Metu,C,25,SAC,10.7,2.0,3.5,.589,0.2,0.8,.238,1.8,2.7,.696,.617,0.6,0.8,.800,0.6,2.4,3.0,0.6,0.3,0.2,0.7,1.1,4.9,15.8,.643,.233,.222,6.2,25.2,15.8,8.2,1.5,1.5,14.7,17.7,0.3,0.3,0.6,.111,-0.8,0.2,-0.5,0.1,1910860,0,0,0,0,0
304,Khris Middleton,SF,31,MIL,24.4,3.6,11.0,.325,1.6,5.9,.268,2.0,5.1,.389,.396,2.4,2.7,.895,0.1,2.4,2.6,4.4,0.6,0.1,1.6,2.6,11.1,9.5,.457,.532,.247,0.6,10.2,5.5,26.1,1.1,0.5,11.4,23.6,-0.1,0.2,0.1,.033,-3.5,-1.1,-4.6,-0.1,37984276,40396552,0,0,0,0
305,Patty Mills,PG,34,BRK,12.2,2.0,4.2,.471,1.2,2.9,.417,0.8,1.3,.594,.615,0.6,0.6,.933,0.2,0.8,1.0,1.3,0.3,0.0,0.6,0.5,5.7,14.4,.642,.692,.144,2.0,7.1,4.7,14.7,1.1,0.3,11.9,18.4,0.5,0.2,0.7,.111,1.6,-1.6,0.0,0.2,6479000,6802950,0,0,0,0
306,Shake Milton,SG,26,PHI,24.0,4.0,7.9,.509,0.9,2.3,.370,3.2,5.6,.566,.563,1.5,1.8,.825,0.5,2.5,3.0,3.4,0.4,0.2,1.5,1.7,10.4,13.6,.597,.292,.227,2.6,11.9,7.3,21.3,0.8,0.7,15.1,19.1,0.9,0.8,1.7,.099,-0.8,-0.7,-1.5,0.1,1997718,0,0,0,0,0
307,Josh Minott,SF,20,MIN,2.3,0.4,0.7,.600,0.0,0.1,.000,0.4,0.6,.750,.600,0.6,0.6,1.000,0.3,0.4,0.7,0.3,0.1,0.3,0.0,0.3,1.4,35.7,.740,.200,.800,14.4,20.0,17.3,18.0,3.0,11.5,0.0,18.0,0.1,0.0,0.2,.450,9.1,6.2,15.3,0.1,1017781,1719864,2019699,2187699,0,0
308,Davion Mitchell,PG,24,SAC,19.5,2.5,5.5,.458,0.8,2.4,.322,1.7,3.1,.566,.530,0.3,0.5,.706,0.2,1.3,1.5,2.4,0.5,0.2,1.0,1.6,6.1,8.7,.539,.443,.084,1.1,7.5,4.4,16.1,1.3,0.9,15.3,14.7,0.0,0.4,0.5,.032,-2.8,-0.5,-3.3,-0.2,4833600,5063640,6451077,8741210,0,0
309,Donovan Mitchell,SG,26,CLE,36.5,9.9,20.3,.488,3.8,9.3,.405,6.1,11.0,.559,.581,5.2,6.0,.874,0.9,3.0,3.9,4.8,1.4,0.4,3.1,2.7,28.8,23.7,.629,.460,.294,3.1,9.5,6.3,23.5,2.0,0.9,11.8,31.8,3.5,1.8,5.4,.197,5.9,0.7,6.7,2.8,30913750,33162030,35410310,37096620,0,0
310,Evan Mobley,PF,21,CLE,34.0,5.8,10.5,.550,0.2,1.1,.209,5.6,9.4,.590,.561,2.4,3.5,.681,2.4,6.5,8.9,2.8,0.8,1.3,2.1,2.7,14.2,16.5,.588,.105,.336,8.5,22.1,15.4,12.6,1.1,3.5,14.7,18.7,1.5,2.3,3.8,.139,-0.4,1.8,1.4,1.1,8478720,8882640,11227657,14730686,0,0
311,Isaiah Mobley,PF,23,CLE,3.3,0.5,1.0,.500,0.1,0.3,.500,0.4,0.8,.500,.563,0.0,0.0,,0.1,1.3,1.4,0.0,0.1,0.0,0.0,0.3,1.1,14.9,.563,.250,.000,4.6,44.7,24.9,0.0,1.9,0.0,0.0,13.8,0.0,0.1,0.1,.156,-0.2,1.4,1.2,0.0,508891,1761752,0,0,0,0
312,Chima Moneke,SF,27,SAC,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,1.0,.000,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,-3.4,.347,.000,1.000,28.9,0.0,14.3,16.4,0.0,0.0,41.0,26.0,0.0,0.0,0.0,-0.282,-12.8,-7.9,-20.7,0.0,1017781,1719864,0,0,0,0
313,Malik Monk,SG,24,SAC,23.0,4.9,11.2,.441,1.8,5.6,.324,3.1,5.6,.558,.522,2.4,2.7,.909,0.4,1.9,2.3,3.9,0.6,0.1,2.0,1.6,14.1,15.9,.571,.501,.240,2.2,9.2,5.7,25.1,1.3,0.5,13.9,26.5,0.8,0.5,1.3,.072,1.2,-1.8,-0.6,0.3,9472219,9945830,0,0,0,0
314,Moses Moody,SG,20,GSW,15.2,1.8,4.1,.448,0.9,2.5,.364,0.9,1.6,.582,.559,0.7,0.9,.727,0.4,1.3,1.7,0.9,0.3,0.1,0.7,1.0,5.3,8.9,.584,.615,.231,3.1,9.2,6.2,7.4,1.1,0.8,13.7,14.4,0.2,0.4,0.5,.049,-2.4,-1.1,-3.5,-0.2,3740160,3918480,5803269,8072347,0,0
315,Wendell Moore Jr,SG,21,MIN,5.8,0.8,1.7,.448,0.1,0.7,.167,0.6,1.0,.647,.483,0.2,0.3,.800,0.1,0.6,0.8,0.5,0.3,0.2,0.4,0.6,1.9,9.2,.513,.414,.172,2.4,12.0,7.4,12.3,2.4,2.8,18.3,16.6,-0.1,0.1,0.0,.018,-4.2,1.2,-3.0,0.0,2306520,2421720,2537040,4574283,6751642,0
316,Ja Morant,PG,23,MEM,32.4,9.7,20.8,.464,1.6,5.3,.310,8.0,15.5,.517,.504,6.3,8.4,.750,1.1,4.8,5.9,8.0,1.1,0.2,3.6,1.8,27.2,24.0,.556,.253,.402,3.7,15.3,9.6,41.0,1.6,0.7,12.7,35.4,2.2,1.4,3.6,.163,5.6,0.6,6.2,2.2,12119440,33500000,36180000,38860000,41540000,44220000
317,Marcus Morris,PF,33,LAC,29.4,4.9,11.1,.440,2.1,5.6,.382,2.8,5.6,.498,.536,1.3,1.7,.800,0.5,4.4,4.9,1.7,0.7,0.5,1.0,2.3,13.3,12.7,.559,.500,.150,1.9,16.2,9.1,8.9,1.2,1.4,7.6,19.0,0.7,1.3,2.1,.087,-0.8,0.4,-0.4,0.5,16372093,17116279,0,0,0,0
318,Markieff Morris,PF,33,BRK,11.4,1.4,3.2,.443,1.0,2.1,.487,0.4,1.2,.364,.598,0.3,0.3,1.000,0.5,1.8,2.3,1.0,0.3,0.2,0.6,1.2,4.2,12.6,.621,.639,.098,5.1,17.5,11.6,11.4,1.3,1.6,14.7,15.4,0.2,0.3,0.5,.111,-0.3,-0.2,-0.5,0.1,2905851,0,0,0,0,0
319,Monte Morris,PG,27,WAS,28.5,3.7,8.2,.455,1.3,3.4,.373,2.5,4.9,.512,.531,1.0,1.3,.766,0.4,3.0,3.4,5.3,0.8,0.2,0.9,1.5,9.8,13.8,.554,.410,.163,1.6,11.4,6.7,25.2,1.3,0.6,9.4,14.8,1.5,0.8,2.3,.111,0.0,-0.1,-0.1,0.5,9125000,9800926,0,0,0,0
320,Trey Murphy III,SF,22,NOP,28.5,4.2,8.8,.478,2.3,5.5,.414,1.9,3.3,.587,.608,1.9,2.1,.921,0.9,3.0,3.9,1.3,0.9,0.5,0.8,2.2,12.5,14.7,.649,.627,.235,3.6,11.9,7.7,6.1,1.6,1.6,7.3,15.4,2.2,1.2,3.4,.153,1.3,0.4,1.7,1.0,3206520,3359280,5159854,7285713,0,0
321,Dejounte Murray,SG,26,ATL,36.4,8.1,18.1,.447,1.9,5.5,.344,6.2,12.7,.492,.499,2.3,2.7,.840,0.7,4.7,5.4,6.1,1.7,0.3,2.4,1.5,20.4,17.1,.527,.302,.148,2.1,13.9,7.9,25.1,2.2,0.8,11.0,25.1,0.6,1.4,2.0,.075,0.9,0.4,1.3,1.0,16571120,17714000,0,0,0,0
322,Jamal Murray,PG,25,DEN,31.7,6.6,14.8,.448,2.0,5.4,.372,4.6,9.4,.492,.516,2.8,3.5,.802,0.6,3.3,3.8,5.4,0.9,0.3,2.0,1.3,18.0,16.7,.553,.364,.235,2.1,11.8,7.0,24.4,1.4,0.7,10.9,25.1,1.3,0.7,2.0,.094,1.3,-1.6,-0.3,0.4,31650600,33833400,36016200,0,0,0
323,Keegan Murray,SF,22,SAC,28.8,4.2,9.8,.432,2.3,5.7,.398,1.9,4.1,.479,.548,0.9,1.2,.767,0.9,2.8,3.8,0.8,0.9,0.6,1.0,2.1,11.6,10.7,.565,.585,.122,3.8,11.0,7.4,3.9,1.4,1.8,9.1,16.8,0.3,0.8,1.1,.051,-0.8,-0.9,-1.6,0.1,8008440,8409000,8809560,11144093,14699059,0
324,Mike Muscala,C,31,OKC,14.1,1.9,4.5,.426,1.2,3.1,.376,0.8,1.4,.535,.555,0.8,1.0,.800,0.5,2.6,3.1,0.9,0.3,0.6,0.3,1.8,5.8,13.8,.586,.684,.221,3.4,20.2,11.6,8.9,0.9,3.6,6.3,15.7,0.6,0.5,1.1,.130,0.0,0.3,0.3,0.3,3500000,3500000,0,0,0,0
325,Svi Mykhailiuk,SF,25,NYK,3.3,0.5,1.0,.500,0.5,0.8,.600,0.0,0.2,.000,.750,0.3,0.4,.600,0.0,0.6,0.6,0.1,0.1,0.0,0.2,0.1,1.8,16.5,.739,.833,.417,0.0,19.3,9.6,3.7,1.3,0.0,12.3,17.6,0.1,0.0,0.1,.153,3.9,0.7,4.6,0.1,3846895,0,0,0,0,0
326,Larry Nance Jr,PF,30,NOP,22.7,3.6,5.7,.626,0.3,0.9,.385,3.2,4.8,.669,.655,0.8,1.1,.727,1.7,4.0,5.7,1.8,0.9,0.8,0.9,2.3,8.3,17.1,.668,.152,.193,8.5,19.5,14.0,10.8,2.0,3.5,12.7,13.1,1.4,1.1,2.5,.175,0.4,2.1,2.5,0.7,9672727,10375000,11205000,0,0,0
327,Andrew Nembhard,SG,23,IND,27.1,3.3,7.0,.476,1.3,3.3,.400,2.0,3.7,.545,.571,0.4,0.5,.889,0.5,2.6,3.1,3.7,1.0,0.2,1.6,2.8,8.4,10.1,.585,.476,.071,1.9,10.3,6.2,18.4,1.8,0.7,18.2,13.7,0.5,0.7,1.2,.061,-2.1,0.5,-1.7,0.1,2244111,2131905,2019699,2187451,0,0
328,Aaron Nesmith,SF,23,IND,23.3,3.4,7.7,.438,1.4,4.0,.361,1.9,3.7,.523,.533,1.5,1.7,.887,0.8,3.0,3.8,1.3,0.8,0.5,0.9,3.3,9.7,11.6,.575,.522,.225,3.8,14.0,9.0,7.8,1.6,1.8,9.5,16.8,0.7,0.8,1.4,.083,-1.7,0.1,-1.6,0.1,3804360,5634257,7837251,0,0,0
329,Raul Neto,PG,30,CLE,10.4,1.2,2.3,.525,0.3,1.0,.346,0.9,1.3,.657,.598,0.5,0.6,.875,0.2,0.7,0.9,1.4,0.4,0.0,0.3,0.9,3.2,13.4,.639,.426,.262,2.1,7.9,5.0,18.8,2.0,0.3,11.7,12.3,0.6,0.4,0.9,.162,-1.1,2.3,1.2,0.2,2463490,0,0,0,0,0
330,Georges Niang,PF,29,PHI,20.3,3.3,7.4,.451,2.4,5.7,.420,0.9,1.6,.557,.614,0.6,0.7,.920,0.2,2.1,2.4,1.1,0.4,0.2,0.7,2.1,9.7,12.9,.630,.777,.092,1.4,12.0,6.7,8.0,1.1,1.1,8.7,18.5,0.9,0.8,1.7,.107,0.7,-0.7,0.0,0.4,3465000,0,0,0,0,0
331,Daishen Nix,PG,20,HOU,14.1,1.2,3.3,.356,0.7,2.2,.329,0.4,1.1,.412,.466,0.5,0.7,.696,0.3,1.3,1.6,2.5,0.7,0.1,1.4,0.9,3.5,8.4,.495,.673,.221,2.6,9.9,6.3,24.5,2.5,0.7,27.8,14.6,-0.3,0.3,0.0,-0.002,-3.3,-0.2,-3.5,-0.2,1563518,1836096,1988598,0,0,0
332,Zeke Nnaji,PF,22,DEN,11.0,1.7,2.8,.593,0.1,0.7,.158,1.6,2.1,.726,.611,0.6,0.8,.783,1.0,0.7,1.7,0.2,0.2,0.2,0.5,1.7,4.0,11.3,.642,.235,.284,10.4,7.1,8.7,2.9,0.9,1.7,14.1,14.4,0.4,0.2,0.6,.092,-3.4,-1.8,-5.2,-0.3,2617800,4306281,6235495,0,0,0
333,Nerlens Noel,C,28,DET,9.0,0.8,1.9,.412,0.0,0.0,,0.8,1.9,.412,.412,0.4,0.7,.667,0.6,2.0,2.6,0.3,0.9,0.2,0.4,1.4,2.0,10.5,.458,.000,.353,6.6,25.4,15.7,5.1,4.8,2.2,16.9,12.3,-0.1,0.1,0.1,.044,-4.6,2.6,-2.0,0.0,9240000,9680000,0,0,0,0
334,Jaylen Nowell,SG,23,MIN,20.2,4.5,10.4,.435,1.1,4.0,.290,3.4,6.5,.523,.489,1.2,1.5,.787,0.7,2.1,2.8,2.2,0.7,0.1,1.0,1.7,11.4,13.9,.513,.379,.143,3.9,11.1,7.6,16.7,1.6,0.4,8.5,25.5,0.1,0.7,0.7,.043,-1.1,-1.3,-2.3,-0.1,1930681,0,0,0,0,0
335,Frank Ntilikina,PG,24,DAL,12.9,1.0,2.9,.328,0.3,1.7,.189,0.6,1.2,.519,.383,0.5,0.6,.769,0.1,1.4,1.5,1.1,0.3,0.1,0.7,1.5,2.7,3.6,.423,.578,.203,1.2,13.0,7.0,12.1,1.1,1.0,18.7,13.7,-0.4,0.2,-0.2,-0.037,-6.9,-0.9,-7.7,-0.4,2036318,0,0,0,0,0
336,Kendrick Nunn,PG,27,LAL,12.1,2.3,5.8,.385,0.9,2.8,.315,1.4,3.1,.449,.460,0.4,0.5,.933,0.1,1.1,1.2,0.8,0.3,0.0,0.9,0.7,5.8,7.2,.480,.476,.080,0.9,9.1,5.1,9.9,1.0,0.2,12.6,24.2,-0.7,0.2,-0.5,-0.064,-4.6,-2.3,-7.0,-0.5,5250000,0,0,0,0,0
337,Jusuf Nurkic,C,28,POR,28.7,5.3,10.1,.529,0.8,1.9,.409,4.5,8.1,.558,.569,2.8,4.2,.669,2.5,7.6,10.1,3.0,0.8,1.0,2.5,3.6,14.2,18.3,.598,.193,.415,10.2,29.6,20.0,16.1,1.4,3.1,17.4,21.8,1.2,1.5,2.7,.131,-0.2,1.2,1.0,0.7,15625000,16875000,18125000,19375000,0,0
338,Jordan Nwora,SF,24,MIL,16.0,2.0,5.2,.375,1.0,2.7,.377,1.0,2.6,.373,.470,1.0,1.2,.857,0.7,2.3,3.0,1.0,0.3,0.1,1.0,0.8,6.0,9.3,.517,.507,.230,4.8,14.8,9.9,8.4,0.9,0.7,14.8,17.7,-0.1,0.5,0.4,.043,-2.5,-0.5,-3.0,-0.1,3000000,3200000,0,0,0,0
339,Royce O'Neale,SF,29,BRK,35.1,3.3,8.2,.401,2.3,5.6,.411,1.0,2.6,.381,.541,0.5,0.7,.654,0.7,4.2,4.9,4.2,0.9,0.8,1.7,3.2,9.4,9.3,.548,.681,.086,2.4,13.0,8.0,14.8,1.3,1.9,16.4,13.0,0.4,1.4,1.7,.064,-1.3,0.4,-0.9,0.4,9200000,9500000,0,0,0,0
340,Chuma Okeke,PF,24,ORL,21.8,1.8,4.8,.368,1.0,3.3,.300,0.8,1.5,.519,.471,0.9,1.2,.762,1.2,3.1,4.2,1.4,0.6,0.5,0.5,1.9,5.4,10.0,.509,.690,.241,6.1,15.7,11.0,8.9,1.4,2.2,8.6,11.6,0.3,0.4,0.6,.078,-1.6,0.7,-0.9,0.1,3433320,5266712,7399731,0,0,0
341,Josh Okogie,SG,24,PHO,11.4,1.4,3.4,.408,0.3,1.5,.235,1.1,2.0,.536,.458,1.1,1.6,.709,1.3,1.5,2.8,1.0,0.6,0.4,0.7,1.3,4.3,14.9,.517,.425,.458,12.6,14.9,13.7,12.2,2.5,2.9,13.8,18.0,0.4,0.6,0.9,.110,-1.1,1.0,0.0,0.2,1968175,0,0,0,0,0
342,Onyeka Okongwu,C,22,ATL,23.9,3.7,6.1,.619,0.0,0.1,.000,3.7,6.0,.627,.619,1.6,2.2,.736,2.7,4.5,7.2,0.9,0.6,1.1,1.0,3.2,9.1,17.0,.649,.013,.369,11.8,20.5,16.1,5.1,1.3,4.0,12.7,14.2,1.9,1.2,3.1,.160,-1.3,0.4,-0.8,0.3,6395160,8109063,10817490,0,0,0
343,Isaac Okoro,SG,22,CLE,19.0,1.9,4.2,.439,0.6,1.9,.291,1.3,2.3,.564,.506,1.0,1.2,.765,0.6,1.8,2.4,0.8,0.6,0.4,0.6,1.9,5.2,9.1,.547,.457,.295,3.7,11.1,7.4,6.0,1.6,1.9,10.5,12.6,0.4,1.1,1.5,.092,-3.2,1.6,-1.5,0.1,7040880,8920794,11828974,0,0,0
344,KZ Okpala,PF,23,SAC,7.8,0.5,1.1,.464,0.2,0.5,.385,0.3,0.6,.533,.554,0.2,0.2,1.000,0.2,0.9,1.1,0.5,0.2,0.3,0.2,1.3,1.4,7.1,.604,.464,.214,3.4,12.9,8.2,7.2,1.4,2.9,16.4,7.7,0.1,0.2,0.3,.078,-4.0,1.6,-2.4,0.0,1902133,2066585,0,0,0,0
345,Victor Oladipo,SG,30,MIA,27.4,3.6,8.9,.406,1.5,4.8,.319,2.1,4.1,.508,.492,2.2,2.9,.767,0.5,2.5,3.0,3.3,1.7,0.3,1.6,2.9,10.9,12.5,.540,.541,.323,1.9,11.2,6.3,17.6,3.1,1.0,13.6,18.9,0.1,0.6,0.7,.084,-2.8,1.8,-1.0,0.1,8750000,9450000,0,0,0,0
346,Kelly Olynyk,PF,31,UTA,28.5,4.0,8.0,.503,1.5,3.5,.413,2.6,4.5,.575,.595,2.6,3.2,.831,1.1,3.8,5.0,3.3,1.1,0.6,2.3,4.0,12.2,14.0,.647,.442,.397,4.4,15.1,9.7,15.5,1.9,1.8,19.5,17.2,1.5,1.0,2.5,.108,-0.7,0.8,0.1,0.6,12804878,12195122,0,0,0,0
347,Eugene Omoruyi,SF,25,OKC,12.2,2.1,4.3,.476,0.4,1.5,.276,1.6,2.8,.585,.524,0.7,1.1,.619,0.9,1.4,2.3,0.5,0.7,0.0,0.7,2.1,5.2,11.3,.543,.354,.256,8.1,12.1,10.0,5.4,2.7,0.0,13.3,18.9,0.0,0.3,0.3,.058,-4.0,-0.4,-4.4,-0.1,508891,1761752,0,0,0,0
348,Cedi Osman,SF,27,CLE,23.4,3.6,7.8,.469,1.5,4.3,.347,2.2,3.5,.618,.564,1.1,1.7,.646,0.3,2.3,2.6,1.6,0.5,0.1,0.8,1.9,9.8,11.6,.579,.551,.215,1.6,11.2,6.5,10.0,1.1,0.4,9.1,17.9,0.8,1.1,1.9,.098,-1.4,0.5,-0.9,0.3,7426088,6718842,0,0,0,0
349,Kelly Oubre Jr,SF,27,CHO,32.6,7.5,17.8,.421,2.3,7.4,.308,5.2,10.4,.503,.486,2.9,4.0,.714,1.5,3.6,5.1,1.2,1.6,0.4,1.3,3.0,20.2,14.7,.515,.417,.224,4.6,12.4,8.3,5.9,2.3,1.0,6.0,26.5,0.1,1.0,1.1,.048,-0.5,-1.1,-1.5,0.1,12600000,0,0,0,0,0
350,Chris Paul,PG,37,PHO,31.1,4.4,10.3,.425,1.7,4.2,.398,2.7,6.2,.444,.506,2.7,3.3,.802,0.5,3.7,4.2,8.3,1.5,0.3,2.0,2.4,13.1,17.4,.556,.403,.321,1.6,13.8,7.5,37.2,2.3,0.8,14.5,19.0,1.6,0.9,2.6,.152,1.7,1.0,2.7,1.0,28400000,30800000,30800000,0,0,0
351,Cameron Payne,PG,28,PHO,24.0,4.5,11.0,.412,1.7,4.5,.378,2.8,6.5,.436,.490,1.4,1.8,.776,0.3,2.0,2.3,5.3,0.9,0.2,2.0,2.0,12.1,14.1,.516,.412,.159,1.5,9.5,5.4,32.7,1.8,0.7,14.3,24.6,0.3,0.6,0.9,.063,0.0,-1.1,-1.1,0.1,6000000,6500000,0,0,0,0
352,Gary Payton II,PG,30,POR,13.0,3.0,4.0,.750,1.0,1.0,1.000,2.0,3.0,.667,.875,0.0,0.0,,0.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,7.0,27.1,.875,.250,.000,0.0,17.3,8.8,51.3,7.6,0.0,33.3,20.0,0.0,0.0,0.1,.279,2.0,6.7,8.7,0.0,8300000,8715000,9130000,0,0,0
353,Theo Pinson,SG,27,DAL,4.6,0.4,1.2,.292,0.3,0.8,.313,0.1,0.4,.250,.396,0.4,0.5,.889,0.2,1.1,1.2,0.3,0.1,0.0,0.2,0.3,1.4,9.2,.483,.667,.375,3.8,27.0,15.3,7.5,1.1,0.0,9.7,15.3,0.0,0.1,0.1,.044,-2.4,-0.9,-3.3,0.0,1968175,0,0,0,0,0
354,Scotty Pippen Jr,PG,22,LAL,6.0,0.3,2.0,.125,0.3,0.8,.333,0.0,1.3,.000,.188,1.0,1.5,.667,0.5,0.5,1.0,0.3,0.3,0.3,0.5,0.8,1.8,2.1,.329,.375,.750,9.4,8.6,9.0,4.9,2.0,3.5,15.8,22.2,-0.1,0.0,-0.1,-0.134,-8.5,-3.1,-11.6,-0.1,508891,1761752,0,0,0,0
355,Mason Plumlee,C,32,CHO,27.8,4.2,6.5,.646,0.0,0.0,,4.2,6.5,.646,.646,2.5,4.2,.599,3.4,6.2,9.6,3.7,0.7,0.8,1.6,3.2,11.0,19.3,.653,.000,.642,12.2,24.8,18.2,18.8,1.1,2.5,16.1,14.9,2.8,1.2,4.0,.168,0.9,1.0,1.9,1.1,9080417,0,0,0,0,0
356,Jakob Poeltl,C,27,SAS,26.4,5.1,8.0,.644,0.0,0.0,,5.1,8.0,.644,.644,1.6,2.8,.575,3.5,6.0,9.5,3.0,0.9,1.1,2.1,2.4,11.9,20.7,.645,.000,.352,14.3,26.4,20.1,16.4,1.6,3.6,18.6,17.8,1.5,0.7,2.3,.132,1.2,0.3,1.5,0.7,9398148,0,0,0,0,0
357,Aleksej Pokusevski,PF,21,OKC,21.8,3.5,7.8,.440,1.2,3.3,.376,2.2,4.6,.486,.519,0.7,1.1,.636,1.5,3.6,5.1,2.0,0.6,1.3,1.3,1.8,8.8,14.3,.530,.416,.136,6.9,17.9,12.3,12.6,1.4,5.5,13.7,18.3,0.2,0.9,1.1,.075,-0.4,0.9,0.5,0.4,3261480,5009633,7073602,0,0,0
358,Jordan Poole,SG,23,GSW,30.1,7.0,16.5,.426,2.5,8.1,.305,4.5,8.3,.544,.501,4.2,4.8,.865,0.4,2.1,2.5,4.4,0.7,0.3,3.6,2.3,20.6,13.4,.556,.494,.292,1.3,7.6,4.5,22.9,1.1,0.8,16.1,30.8,-0.3,0.8,0.4,.017,-0.8,-2.6,-3.4,-0.4,3901399,28705357,30901786,33098215,35294642,0
359,Kevin Porter Jr,PG,22,HOU,34.6,6.8,15.6,.438,2.2,6.5,.345,4.6,9.2,.503,.509,3.6,4.7,.766,1.4,4.1,5.5,5.7,1.3,0.4,3.7,2.8,19.5,15.7,.551,.413,.302,4.4,12.9,8.6,27.0,1.9,1.2,17.1,25.7,0.7,0.9,1.7,.059,0.9,-0.9,0.0,0.7,3217631,18239000,18239000,18239000,18239000,0
360,Michael Porter Jr,SF,24,DEN,29.2,6.0,12.7,.472,2.8,6.7,.413,3.2,6.0,.536,.580,1.6,2.2,.759,1.0,4.8,5.9,1.2,0.6,0.5,1.3,2.4,16.4,15.5,.600,.525,.170,4.2,18.8,11.7,6.1,1.0,1.5,8.6,22.2,0.8,0.6,1.4,.094,0.7,-1.8,-1.1,0.2,30913750,33386850,35859950,38333050,40806150,0
